user_id,created_at
7508373896,Wed Mar 15 14:16:59 2017
7508373896,Wed Mar 15 13:50:49 2017
7508373896,Wed Mar 15 10:23:41 2017
7508373896,Tue Mar 14 13:14:08 2017
6397616995,Tue Mar 14 10:29:22 2017
3779261757,Tue Mar 14 09:57:39 2017
7508373896,Tue Mar 14 09:23:35 2017
9574369458,Mon Mar 13 18:28:06 2017
9796081404,Mon Mar 13 16:30:44 2017
3779261757,Mon Mar 13 15:17:32 2017
7508373896,Mon Mar 13 14:06:49 2017
1248654433,Mon Mar 13 13:39:42 2017
5606976279,Mon Mar 13 13:18:02 2017
7663372006,Mon Mar 13 13:13:06 2017
7508373896,Mon Mar 13 10:48:29 2017
7508373896,Mon Mar 13 10:31:26 2017
7508373896,Mon Mar 13 09:53:39 2017
7508373896,Mon Mar 13 09:46:52 2017
1518303581,Sun Mar 12 16:31:55 2017
7165827305,Sat Mar 11 21:29:28 2017
7377372885,Fri Mar 10 21:59:25 2017
7508373896,Fri Mar 10 10:18:22 2017
7508373896,Thu Mar  9 10:06:39 2017
7682151317,Wed Mar  8 13:48:41 2017
7508373896,Wed Mar  8 10:39:43 2017
7508373896,Wed Mar  8 10:26:31 2017
7508373896,Wed Mar  8 10:04:16 2017
7508373896,Wed Mar  8 10:00:05 2017
7682151317,Wed Mar  8 08:44:06 2017
1806469465,Wed Mar  8 02:34:36 2017
1806469465,Wed Mar  8 02:34:36 2017
7508373896,Tue Mar  7 17:38:40 2017
7508373896,Tue Mar  7 14:37:43 2017
8688425274,Tue Mar  7 11:09:36 2017
1537582930,Tue Mar  7 09:00:32 2017
6397616995,Mon Mar  6 22:48:06 2017
8467357985,Mon Mar  6 11:09:38 2017
7508373896,Mon Mar  6 10:48:18 2017
5740066796,Mon Mar  6 06:22:30 2017
8064902117,Sun Mar  5 17:03:51 2017
5885802072,Fri Mar  3 15:02:01 2017
7508373896,Fri Mar  3 09:56:11 2017
7508373896,Fri Mar  3 09:44:11 2017
5740066796,Thu Mar  2 19:40:05 2017
6397616995,Thu Mar  2 14:07:30 2017
7508373896,Thu Mar  2 10:05:04 2017
1248654433,Wed Mar  1 14:04:33 2017
8070937343,Wed Mar  1 13:25:10 2017
7508373896,Wed Mar  1 09:54:23 2017
1842082319,Tue Feb 28 14:17:44 2017
8070937343,Mon Feb 27 18:46:47 2017
8721076957,Mon Feb 27 17:38:16 2017
6109819464,Mon Feb 27 13:48:27 2017
7508373896,Mon Feb 27 13:19:00 2017
4703641505,Mon Feb 27 09:05:19 2017
7119622059,Sat Feb 25 00:23:05 2017
7119622059,Sat Feb 25 00:01:21 2017
3514287037,Fri Feb 24 15:24:53 2017
3420721836,Fri Feb 24 12:18:48 2017
5606976279,Fri Feb 24 11:25:08 2017
7119622059,Fri Feb 24 10:54:51 2017
8428603481,Fri Feb 24 10:28:55 2017
8070937343,Fri Feb 24 10:07:43 2017
9362086611,Fri Feb 24 10:02:49 2017
7508373896,Fri Feb 24 09:41:48 2017
2740795879,Fri Feb 24 09:25:52 2017
1191579772,Fri Feb 24 09:22:59 2017
5997377403,Fri Feb 24 09:19:28 2017
2194468110,Fri Feb 24 09:17:49 2017
4120813961,Fri Feb 24 09:16:51 2017
5997377403,Fri Feb 24 09:13:52 2017
5497550047,Fri Feb 24 09:06:15 2017
4740780044,Fri Feb 24 08:55:22 2017
9689537360,Fri Feb 24 06:48:28 2017
