user_id,created_at
1573931745,Wed Mar 15 14:12:34 2017
5768611133,Mon Mar 13 21:10:33 2017
1573931745,Fri Mar 10 14:03:36 2017
9878952421,Wed Mar  8 21:32:05 2017
5557725251,Wed Mar  8 09:23:41 2017
2148547797,Wed Mar  8 09:19:12 2017
6746370113,Wed Mar  8 08:51:25 2017
2706190371,Mon Mar  6 12:50:02 2017
6280543263,Fri Mar  3 20:28:36 2017
6280543263,Thu Mar  2 19:47:09 2017
2590156830,Thu Mar  2 14:10:49 2017
9878952421,Wed Mar  1 23:37:31 2017
6280543263,Wed Mar  1 22:23:32 2017
2451687685,Wed Mar  1 21:06:53 2017
2706190371,Wed Mar  1 18:42:21 2017
6280543263,Tue Feb 28 20:00:26 2017
9878952421,Tue Feb 28 13:48:49 2017
9878952421,Mon Feb 27 20:53:32 2017
9878952421,Mon Feb 27 14:58:32 2017
9878952421,Mon Feb 27 11:23:32 2017
8375912094,Mon Feb 27 06:42:02 2017
6280543263,Sat Feb 25 10:23:44 2017
5334398458,Fri Feb 24 17:50:05 2017
9878952421,Fri Feb 24 14:12:25 2017
9878952421,Fri Feb 24 10:16:49 2017
1842404166,Fri Feb 24 00:35:48 2017
6280543263,Thu Feb 23 20:40:15 2017
9878952421,Thu Feb 23 20:09:09 2017
9878952421,Thu Feb 23 14:29:28 2017
1581736428,Thu Feb 23 11:16:25 2017
9878952421,Thu Feb 23 09:38:21 2017
9878952421,Thu Feb 23 09:28:02 2017
4547479798,Thu Feb 23 08:18:58 2017
3793355369,Wed Feb 22 22:28:11 2017
9878952421,Wed Feb 22 21:48:26 2017
1386287792,Wed Feb 22 21:38:12 2017
6280543263,Wed Feb 22 19:45:26 2017
5124430882,Wed Feb 22 16:59:39 2017
1842254839,Wed Feb 22 16:22:51 2017
3506431507,Wed Feb 22 13:48:58 2017
5334398458,Wed Feb 22 12:34:16 2017
4683665253,Wed Feb 22 12:02:24 2017
6199067624,Wed Feb 22 11:01:46 2017
9796081404,Wed Feb 22 10:30:16 2017
3216879181,Wed Feb 22 10:03:23 2017
9878952421,Wed Feb 22 09:39:26 2017
6280543263,Wed Feb 22 09:39:19 2017
6280543263,Wed Feb 22 09:32:26 2017
9878952421,Wed Feb 22 09:32:20 2017
9878952421,Wed Feb 22 09:29:02 2017
3448367664,Wed Feb 22 09:18:54 2017
4547479798,Wed Feb 22 09:18:16 2017
6746370113,Wed Feb 22 09:13:30 2017
2710156747,Wed Feb 22 09:12:46 2017
4779135225,Wed Feb 22 09:12:31 2017
5088457839,Wed Feb 22 09:08:01 2017
5935561868,Wed Feb 22 08:33:46 2017
8152922548,Wed Feb 22 08:03:14 2017
1316865533,Wed Feb 22 06:37:21 2017
6509727695,Wed Feb 22 00:10:19 2017
4307472459,Tue Feb 21 22:39:38 2017
4855909358,Tue Feb 21 22:01:29 2017
1191579772,Tue Feb 21 21:45:12 2017
5124430882,Tue Feb 21 21:41:10 2017
5682060767,Tue Feb 21 21:15:26 2017
1386287792,Tue Feb 21 21:05:59 2017
3793355369,Tue Feb 21 20:53:59 2017
9878952421,Tue Feb 21 20:29:49 2017
9689537360,Tue Feb 21 19:41:34 2017
5378622013,Tue Feb 21 18:36:02 2017
4683665253,Tue Feb 21 17:06:42 2017
2228854973,Tue Feb 21 16:54:36 2017
5124430882,Tue Feb 21 16:53:28 2017
1545698961,Tue Feb 21 11:16:23 2017
3289936912,Tue Feb 21 10:55:28 2017
6280543263,Tue Feb 21 09:23:29 2017
2898983078,Mon Feb 20 21:26:32 2017
6280543263,Sat Feb 18 13:35:39 2017
9878952421,Fri Feb 17 21:36:39 2017
1324677421,Thu Feb 16 00:01:32 2017
9539154888,Wed Feb 15 14:12:12 2017
1324677421,Tue Feb 14 22:18:55 2017
9878952421,Tue Feb 14 14:58:28 2017
1324677421,Mon Feb 13 23:52:17 2017
1324677421,Sat Feb 11 22:46:01 2017
1324677421,Thu Feb  9 23:56:55 2017
5489226949,Thu Feb  9 08:36:23 2017
1324677421,Wed Feb  8 21:53:05 2017
6737878993,Wed Feb  8 11:34:24 2017
1324677421,Tue Feb  7 23:10:24 2017
6089013236,Mon Feb  6 19:35:37 2017
1324677421,Sun Feb  5 10:43:04 2017
1324677421,Sat Feb  4 11:08:10 2017
6737878993,Tue Jan 24 11:12:12 2017
3232269027,Tue Jan 24 09:44:04 2017
1557090752,Tue Jan 24 08:42:27 2017
3040516352,Mon Jan 23 20:53:39 2017
1620534823,Mon Jan 23 13:57:57 2017
1324677421,Sat Jan 21 18:38:41 2017
1324677421,Sat Jan 21 13:33:41 2017
1324677421,Thu Jan 19 22:19:24 2017
3163511484,Thu Jan 19 15:03:39 2017
1324677421,Wed Jan 18 23:18:08 2017
6631801976,Wed Jan 18 20:11:57 2017
3839720987,Wed Jan 18 19:58:52 2017
5536134587,Wed Jan 18 00:51:33 2017
5334398458,Tue Jan 17 20:10:42 2017
3966435964,Tue Jan 17 16:59:36 2017
6430769590,Tue Jan 17 13:22:57 2017
1639684583,Tue Jan 17 11:24:21 2017
3702959154,Mon Jan 16 15:10:39 2017
3702959154,Mon Jan 16 15:00:41 2017
3895621582,Mon Jan 16 14:50:17 2017
3702959154,Mon Jan 16 14:40:40 2017
9796081404,Mon Jan 16 14:36:59 2017
1639684583,Mon Jan 16 14:05:12 2017
6593527859,Sun Jan 15 17:50:00 2017
1639684583,Fri Jan 13 10:47:17 2017
9562475589,Thu Jan 12 18:11:18 2017
5122700907,Wed Jan 11 23:59:50 2017
3334350826,Wed Jan 11 13:57:55 2017
3163511484,Tue Jan 10 17:30:39 2017
1351149289,Tue Jan 10 16:52:36 2017
1842254839,Tue Jan 10 15:12:19 2017
9254220777,Tue Jan 10 13:39:06 2017
5334398458,Tue Jan 10 11:33:11 2017
4387435692,Tue Jan 10 11:18:04 2017
9546996820,Tue Jan 10 11:15:48 2017
